frame,gid,cls,x_m,y_m,conf,speed_ms,cam,time_s,zone
18002,1,player_home,37.69,58.24,0.936,0.29,?,0.06673333209710568,Zona media
18002,2,player_home,45.32,54.07,0.914,1.03,?,0.06673333209710568,Zona media
18002,3,player_away,36.76,48.2,0.851,0.62,?,0.06673333209710568,Zona media
18002,4,player_home,43.62,31.45,0.856,0.3,?,0.06673333209710568,Zona media
18002,5,player_home,49.08,41.47,0.855,0.08,?,0.06673333209710568,Zona media
18002,6,player_home,35.61,44.77,0.636,1.39,?,0.06673333209710568,Zona media
18002,7,player_away,21.82,55.72,0.82,7.59,?,0.06673333209710568,Zona defensiva
18002,8,player_away,25.38,51.85,0.838,1.77,?,0.06673333209710568,Zona defensiva
18002,9,player_home,23.97,47.82,0.69,3.92,?,0.06673333209710568,Zona defensiva
18002,10,player_home,25.41,55.77,0.783,1.93,?,0.06673333209710568,Zona defensiva
18002,11,player_home,20.88,60.48,0.82,1.51,?,0.06673333209710568,Zona defensiva
18002,12,referee,29.79,49.33,0.848,2.48,?,0.06673333209710568,Zona defensiva
18002,13,player_away,19.7,26.08,0.692,2.43,?,0.06673333209710568,Zona defensiva
18002,14,player_away,17.05,37.57,0.672,0.87,?,0.06673333209710568,Zona defensiva
18002,15,player_away,16.85,46.9,0.657,7.11,?,0.06673333209710568,Zona defensiva
18002,16,player_away,31.52,33.66,0.727,1.11,?,0.06673333209710568,Zona defensiva
18003,1,player_home,37.69,58.23,0.936,0.22,?,0.10009999814565852,Zona media
18003,2,player_home,45.28,54.0,0.93,1.87,?,0.10009999814565852,Zona media
18003,3,player_away,36.73,48.19,0.855,0.74,?,0.10009999814565852,Zona media
18003,4,player_home,43.61,31.46,0.843,0.48,?,0.10009999814565852,Zona media
18003,5,player_home,49.09,41.5,0.858,0.53,?,0.10009999814565852,Zona media
18003,6,player_home,35.57,44.8,0.739,1.27,?,0.10009999814565852,Zona media
18003,7,player_away,21.48,55.6,0.801,9.83,?,0.10009999814565852,Zona defensiva
18003,8,player_away,23.33,51.65,0.793,42.0,?,0.10009999814565852,Zona defensiva
18003,9,player_home,23.75,47.58,0.652,7.95,?,0.10009999814565852,Zona defensiva
18003,10,player_home,25.3,55.63,0.69,4.08,?,0.10009999814565852,Zona defensiva
18003,11,player_home,20.93,60.56,0.846,1.78,?,0.10009999814565852,Zona defensiva
18003,12,referee,29.66,49.28,0.848,3.61,?,0.10009999814565852,Zona defensiva
18003,13,player_away,19.76,26.19,0.704,3.35,?,0.10009999814565852,Zona defensiva
18003,14,player_away,17.11,37.63,0.692,1.97,?,0.10009999814565852,Zona defensiva
18003,15,player_away,16.76,46.85,0.658,0.37,?,0.10009999814565852,Zona defensiva
18003,16,player_away,31.6,33.86,0.757,4.22,?,0.10009999814565852,Zona defensiva
18004,1,player_home,37.69,58.22,0.936,0.24,?,0.13346666419421135,Zona media
18004,2,player_home,45.25,53.95,0.932,1.89,?,0.13346666419421135,Zona media
18004,3,player_away,36.71,48.19,0.852,0.59,?,0.13346666419421135,Zona media
18004,4,player_home,43.59,31.49,0.83,0.77,?,0.13346666419421135,Zona media
18004,5,player_home,49.08,41.47,0.858,0.45,?,0.13346666419421135,Zona media
18004,6,player_home,35.53,44.83,0.819,1.3,?,0.13346666419421135,Zona media
18004,7,player_away,21.23,55.59,0.735,8.2,?,0.13346666419421135,Zona defensiva
18004,8,player_away,22.65,51.57,0.763,27.74,?,0.13346666419421135,Zona defensiva
18004,9,player_home,23.57,47.4,0.68,7.72,?,0.13346666419421135,Zona defensiva
18004,10,player_home,25.41,55.42,0.642,5.49,?,0.13346666419421135,Zona defensiva
18004,11,player_home,20.89,60.6,0.782,1.59,?,0.13346666419421135,Zona defensiva
18004,12,referee,29.62,49.34,0.837,2.05,?,0.13346666419421135,Zona defensiva
18004,13,player_away,19.76,26.21,0.695,1.47,?,0.13346666419421135,Zona defensiva
18004,14,player_away,17.21,37.76,0.692,4.0,?,0.13346666419421135,Zona defensiva
18004,15,player_away,16.28,46.56,0.635,11.17,?,0.13346666419421135,Zona defensiva
18004,16,player_away,31.7,34.07,0.751,5.96,?,0.13346666419421135,Zona defensiva
18005,1,player_home,37.7,58.22,0.936,0.22,?,0.1668333302427642,Zona media
18005,2,player_home,45.21,53.88,0.931,2.16,?,0.1668333302427642,Zona media
18005,3,player_away,36.7,48.19,0.849,0.51,?,0.1668333302427642,Zona media
18005,4,player_home,43.58,31.53,0.82,1.08,?,0.1668333302427642,Zona media
18005,5,player_home,49.06,41.4,0.864,1.66,?,0.1668333302427642,Zona media
18005,6,player_home,35.49,44.83,0.823,1.19,?,0.1668333302427642,Zona media
18005,7,player_away,21.13,55.63,0.713,4.71,?,0.1668333302427642,Zona defensiva
18005,8,player_away,22.48,51.51,0.662,12.72,?,0.1668333302427642,Zona defensiva
18005,9,player_home,23.41,47.24,0.736,7.02,?,0.1668333302427642,Zona defensiva
18005,10,player_home,25.53,55.44,0.669,3.16,?,0.1668333302427642,Zona defensiva
18005,11,player_home,20.86,60.64,0.732,1.5,?,0.1668333302427642,Zona defensiva
18005,12,referee,29.48,49.34,0.804,3.42,?,0.1668333302427642,Zona defensiva
18005,13,player_away,19.58,26.04,0.679,4.45,?,0.1668333302427642,Zona defensiva
18005,14,player_away,17.3,37.89,0.677,4.35,?,0.1668333302427642,Zona defensiva
18005,15,player_away,15.71,46.2,0.559,17.05,?,0.1668333302427642,Zona defensiva
18005,16,player_away,31.7,34.13,0.767,3.1,?,0.1668333302427642,Zona defensiva
18005,17,gk_home,78.05,34.3,0.64,1.16,?,0.1668333302427642,Zona ofensiva
18006,1,player_home,37.7,58.21,0.933,0.23,?,0.20019999629131704,Zona media
18006,2,player_home,45.19,53.85,0.927,1.47,?,0.20019999629131704,Zona media
18006,3,player_away,36.65,48.15,0.848,1.31,?,0.20019999629131704,Zona media
18006,4,player_home,43.56,31.55,0.819,0.9,?,0.20019999629131704,Zona media
18006,5,player_home,49.04,41.35,0.866,1.45,?,0.20019999629131704,Zona media
18006,6,player_home,35.47,44.84,0.833,0.86,?,0.20019999629131704,Zona media
18006,7,player_away,21.06,55.65,0.632,2.98,?,0.20019999629131704,Zona defensiva
18006,8,player_away,22.27,51.41,0.606,8.78,?,0.20019999629131704,Zona defensiva
18006,9,player_home,23.27,47.11,0.779,6.27,?,0.20019999629131704,Zona defensiva
18006,10,player_home,25.58,55.49,0.72,2.08,?,0.20019999629131704,Zona defensiva
18006,11,player_home,20.96,60.72,0.789,2.63,?,0.20019999629131704,Zona defensiva
18006,12,referee,29.32,49.43,0.623,4.66,?,0.20019999629131704,Zona defensiva
18006,13,player_away,19.56,26.06,0.706,1.78,?,0.20019999629131704,Zona defensiva
18006,14,player_away,17.2,37.82,0.672,1.18,?,0.20019999629131704,Zona defensiva
18006,16,player_away,31.56,33.96,0.792,3.37,?,0.20019999629131704,Zona defensiva
18006,17,gk_home,78.06,34.3,0.695,0.71,?,0.20019999629131704,Zona ofensiva
18007,1,player_home,37.71,58.21,0.925,0.27,?,0.2335666623398699,Zona media
18007,2,player_home,45.18,53.82,0.928,1.12,?,0.2335666623398699,Zona media
18007,3,player_away,36.61,48.11,0.851,1.61,?,0.2335666623398699,Zona media
18007,4,player_home,43.55,31.6,0.815,1.3,?,0.2335666623398699,Zona media
18007,5,player_home,49.03,41.3,0.86,1.52,?,0.2335666623398699,Zona media
18007,6,player_home,35.48,44.88,0.841,0.81,?,0.2335666623398699,Zona media
18007,7,player_away,20.79,55.57,0.747,6.56,?,0.2335666623398699,Zona defensiva
18007,8,player_away,22.18,51.4,0.761,4.78,?,0.2335666623398699,Zona defensiva
18007,9,player_home,23.14,46.98,0.811,5.66,?,0.2335666623398699,Zona defensiva
18007,10,player_home,25.63,55.49,0.632,1.59,?,0.2335666623398699,Zona defensiva
18007,12,referee,29.25,49.46,0.735,3.09,?,0.2335666623398699,Zona defensiva
18007,13,player_away,19.53,26.1,0.711,1.18,?,0.2335666623398699,Zona defensiva
18007,14,player_away,18.3,37.82,0.697,21.63,?,0.2335666623398699,Zona defensiva
18007,16,player_away,31.42,33.8,0.816,5.4,?,0.2335666623398699,Zona defensiva
18007,17,gk_home,78.08,34.28,0.726,0.75,?,0.2335666623398699,Zona ofensiva
18008,2,player_home,45.17,53.8,0.929,0.77,?,0.2669333283884227,Zona media
18008,3,player_away,36.57,48.09,0.859,1.37,?,0.2669333283884227,Zona media
18008,4,player_home,43.55,31.63,0.814,0.9,?,0.2669333283884227,Zona media
18008,5,player_home,49.02,41.23,0.853,2.03,?,0.2669333283884227,Zona media
18008,6,player_home,35.48,44.91,0.851,0.97,?,0.2669333283884227,Zona media
18008,7,player_away,20.23,55.34,0.716,14.25,?,0.2669333283884227,Zona defensiva
18008,8,player_away,22.15,51.43,0.801,2.25,?,0.2669333283884227,Zona defensiva
18008,9,player_home,23.1,46.94,0.814,3.01,?,0.2669333283884227,Zona defensiva
18008,10,player_away,25.57,55.41,0.538,1.65,?,0.2669333283884227,Zona defensiva
18008,12,referee,29.23,49.5,0.809,1.96,?,0.2669333283884227,Zona defensiva
18008,13,player_away,19.49,26.12,0.708,1.26,?,0.2669333283884227,Zona defensiva
18008,14,player_away,18.72,37.87,0.701,15.57,?,0.2669333283884227,Zona defensiva
18008,16,player_away,31.35,33.77,0.84,3.3,?,0.2669333283884227,Zona defensiva
18008,17,gk_home,78.11,34.25,0.768,1.06,?,0.2669333283884227,Zona ofensiva
18008,11,player_home,20.86,60.82,0.785,2.0,?,0.2669333283884227,Zona defensiva
18009,2,player_home,45.18,53.8,0.928,0.26,?,0.3002999944369756,Zona media
18009,3,player_away,36.55,48.09,0.86,0.92,?,0.3002999944369756,Zona media
18009,4,player_home,43.53,31.63,0.832,0.54,?,0.3002999944369756,Zona media
18009,5,player_home,49.01,41.19,0.851,1.51,?,0.3002999944369756,Zona media
18009,6,player_home,35.45,44.9,0.845,0.66,?,0.3002999944369756,Zona media
18009,7,player_away,19.91,55.25,0.808,11.39,?,0.3002999944369756,Zona defensiva
18009,8,player_away,22.23,51.52,0.814,2.13,?,0.3002999944369756,Zona defensiva
18009,9,player_home,23.13,46.95,0.829,0.59,?,0.3002999944369756,Zona defensiva
18009,10,player_away,24.59,57.66,0.835,48.57,?,0.3002999944369756,Zona defensiva
18009,12,referee,29.24,49.61,0.817,2.68,?,0.3002999944369756,Zona defensiva
18009,13,player_away,19.54,26.27,0.702,3.23,?,0.3002999944369756,Zona defensiva
18009,14,player_away,18.81,37.9,0.692,7.16,?,0.3002999944369756,Zona defensiva
18009,16,player_away,31.33,33.83,0.852,1.36,?,0.3002999944369756,Zona defensiva
18009,17,gk_home,78.16,34.21,0.806,1.59,?,0.3002999944369756,Zona ofensiva
18009,11,player_home,20.81,60.86,0.835,2.03,?,0.3002999944369756,Zona defensiva
18009,1,player_home,37.72,58.18,0.894,0.43,?,0.3002999944369756,Zona media
18010,2,player_home,45.18,53.8,0.926,0.11,?,0.3336666604855284,Zona media
18010,3,player_away,36.51,48.09,0.876,1.15,?,0.3336666604855284,Zona media
18010,4,player_home,43.51,31.62,0.843,0.64,?,0.3336666604855284,Zona media
18010,5,player_home,49.0,41.15,0.841,1.33,?,0.3336666604855284,Zona media
18010,6,player_home,35.4,44.87,0.88,1.39,?,0.3336666604855284,Zona media
18010,7,player_away,19.97,55.33,0.84,2.5,?,0.3336666604855284,Zona defensiva
18010,8,player_away,22.23,51.54,0.831,1.06,?,0.3336666604855284,Zona defensiva
18010,9,player_home,23.21,46.98,0.84,1.55,?,0.3336666604855284,Zona defensiva
18010,10,player_away,24.24,58.32,0.834,31.13,?,0.3336666604855284,Zona defensiva
18010,12,referee,29.18,49.65,0.842,2.07,?,0.3336666604855284,Zona defensiva
18010,13,player_away,19.55,26.37,0.711,3.08,?,0.3336666604855284,Zona defensiva
18010,14,player_away,18.8,37.91,0.687,2.26,?,0.3336666604855284,Zona defensiva
18010,16,player_away,31.32,33.9,0.872,1.66,?,0.3336666604855284,Zona defensiva
18010,17,gk_home,78.19,34.2,0.818,1.16,?,0.3336666604855284,Zona ofensiva
18010,11,player_home,20.62,60.86,0.843,4.36,?,0.3336666604855284,Zona defensiva
18010,19,player_home,25.38,54.89,0.784,25.08,?,0.3336666604855284,Zona defensiva
18010,1,player_home,37.73,58.17,0.906,0.33,?,0.3336666604855284,Zona media
18011,2,player_home,45.18,53.8,0.917,0.1,?,0.3670333265340813,Zona media
18011,3,player_away,36.47,48.08,0.885,1.16,?,0.3670333265340813,Zona media
18011,4,player_home,43.46,31.56,0.856,1.68,?,0.3670333265340813,Zona media
18011,5,player_home,48.99,41.1,0.834,1.45,?,0.3670333265340813,Zona media
18011,6,player_home,35.33,44.81,0.881,2.18,?,0.3670333265340813,Zona media
18011,7,player_away,20.0,55.39,0.842,1.31,?,0.3670333265340813,Zona defensiva
18011,8,player_away,22.08,51.47,0.842,3.23,?,0.3670333265340813,Zona defensiva
18011,9,player_home,23.26,46.99,0.831,1.62,?,0.3670333265340813,Zona defensiva
18011,10,player_away,24.1,58.31,0.81,11.65,?,0.3670333265340813,Zona defensiva
18011,12,referee,29.06,49.62,0.864,2.79,?,0.3670333265340813,Zona defensiva
18011,13,player_away,19.56,26.43,0.701,2.22,?,0.3670333265340813,Zona defensiva
18011,14,player_away,18.71,37.82,0.688,2.04,?,0.3670333265340813,Zona defensiva
18011,16,player_away,31.32,33.95,0.873,1.55,?,0.3670333265340813,Zona defensiva
18011,17,gk_home,78.2,34.21,0.815,0.54,?,0.3670333265340813,Zona ofensiva
18011,11,player_home,20.34,60.82,0.842,7.07,?,0.3670333265340813,Zona defensiva
18011,19,player_home,25.02,54.59,0.792,15.17,?,0.3670333265340813,Zona defensiva
18011,1,player_home,37.73,58.17,0.904,0.3,?,0.3670333265340813,Zona media
18012,2,player_home,45.18,53.8,0.913,0.17,?,0.4003999925826341,Zona media
18012,3,player_away,36.47,48.12,0.886,0.74,?,0.4003999925826341,Zona media
18012,4,player_home,43.42,31.53,0.86,1.66,?,0.4003999925826341,Zona media
18012,5,player_home,48.99,41.06,0.821,1.18,?,0.4003999925826341,Zona media
18012,6,player_home,35.26,44.74,0.874,2.69,?,0.4003999925826341,Zona media
18012,7,player_away,19.73,55.29,0.788,5.63,?,0.4003999925826341,Zona defensiva
18012,8,player_away,21.87,51.37,0.82,5.71,?,0.4003999925826341,Zona defensiva
18012,9,player_home,23.29,46.98,0.81,1.06,?,0.4003999925826341,Zona defensiva
18012,10,player_away,24.09,58.18,0.835,2.8,?,0.4003999925826341,Zona defensiva
18012,12,referee,28.95,49.59,0.842,3.15,?,0.4003999925826341,Zona defensiva
18012,13,player_away,19.64,26.56,0.714,3.78,?,0.4003999925826341,Zona defensiva
18012,14,player_away,18.75,37.83,0.7,0.58,?,0.4003999925826341,Zona defensiva
18012,16,player_away,31.32,33.97,0.87,0.91,?,0.4003999925826341,Zona defensiva
18012,17,gk_home,78.21,34.22,0.82,0.48,?,0.4003999925826341,Zona ofensiva
18012,11,player_home,20.27,60.85,0.836,3.72,?,0.4003999925826341,Zona defensiva
18012,19,player_home,24.57,54.34,0.807,14.42,?,0.4003999925826341,Zona defensiva
18012,1,player_home,37.73,58.16,0.903,0.23,?,0.4003999925826341,Zona media
18013,2,player_home,45.16,53.77,0.91,0.63,?,0.4337666586311869,Zona media
18013,3,player_away,36.48,48.16,0.888,1.0,?,0.4337666586311869,Zona media
18013,4,player_home,43.39,31.53,0.859,1.05,?,0.4337666586311869,Zona media
18013,5,player_home,48.99,41.06,0.686,0.48,?,0.4337666586311869,Zona media
18013,6,player_home,35.19,44.66,0.872,3.01,?,0.4337666586311869,Zona media
18013,7,player_away,19.57,55.28,0.631,5.11,?,0.4337666586311869,Zona defensiva
18013,8,player_away,21.62,51.24,0.808,7.39,?,0.4337666586311869,Zona defensiva
18013,9,player_home,23.32,46.97,0.797,1.05,?,0.4337666586311869,Zona defensiva
18013,10,player_away,24.0,58.08,0.793,3.25,?,0.4337666586311869,Zona defensiva
18013,12,referee,28.89,49.63,0.807,2.38,?,0.4337666586311869,Zona defensiva
18013,13,player_away,19.57,26.5,0.734,0.89,?,0.4337666586311869,Zona defensiva
18013,14,player_away,18.91,37.94,0.739,3.99,?,0.4337666586311869,Zona defensiva
18013,16,player_away,31.27,33.94,0.874,1.16,?,0.4337666586311869,Zona defensiva
18013,17,gk_home,78.23,34.21,0.827,0.57,?,0.4337666586311869,Zona ofensiva
18013,11,player_home,20.29,60.9,0.824,1.36,?,0.4337666586311869,Zona defensiva
18013,19,player_home,24.27,54.16,0.821,11.71,?,0.4337666586311869,Zona defensiva
18013,1,player_home,37.74,58.16,0.905,0.14,?,0.4337666586311869,Zona media
18013,20,player_home,24.54,27.7,0.833,0.99,?,0.4337666586311869,Zona defensiva
18014,2,player_home,45.15,53.74,0.89,0.8,?,0.4671333246797398,Zona media
18014,3,player_away,36.48,48.19,0.888,0.98,?,0.4671333246797398,Zona media
18014,4,player_home,43.36,31.53,0.855,0.86,?,0.4671333246797398,Zona media
18014,5,player_home,48.99,41.06,0.652,0.15,?,0.4671333246797398,Zona media
18014,6,player_home,35.17,44.66,0.871,1.25,?,0.4671333246797398,Zona media
18014,8,player_away,21.46,51.2,0.794,5.72,?,0.4671333246797398,Zona defensiva
18014,9,player_home,23.31,46.92,0.823,0.99,?,0.4671333246797398,Zona defensiva
18014,12,referee,28.76,49.63,0.85,3.26,?,0.4671333246797398,Zona defensiva
18014,13,player_away,19.52,26.49,0.739,1.28,?,0.4671333246797398,Zona defensiva
18014,14,player_home,19.06,38.05,0.739,5.03,?,0.4671333246797398,Zona defensiva
18014,16,player_away,31.19,33.88,0.866,2.31,?,0.4671333246797398,Zona defensiva
18014,17,gk_home,78.25,34.2,0.816,0.63,?,0.4671333246797398,Zona ofensiva
18014,11,player_home,20.33,60.94,0.814,1.29,?,0.4671333246797398,Zona defensiva
18014,19,player_home,24.16,54.55,0.849,7.81,?,0.4671333246797398,Zona defensiva
18014,1,player_home,37.74,58.16,0.907,0.11,?,0.4671333246797398,Zona media
18014,20,player_home,24.46,27.67,0.762,1.77,?,0.4671333246797398,Zona defensiva
18015,2,player_home,45.15,53.76,0.887,0.12,?,0.5004999907282927,Zona media
18015,3,player_away,36.48,48.19,0.885,0.36,?,0.5004999907282927,Zona media
18015,4,player_home,43.33,31.52,0.776,0.95,?,0.5004999907282927,Zona media
18015,5,player_home,49.0,41.07,0.815,0.22,?,0.5004999907282927,Zona media
18015,6,player_home,35.12,44.62,0.867,1.74,?,0.5004999907282927,Zona media
18015,8,player_away,21.61,51.35,0.808,2.61,?,0.5004999907282927,Zona defensiva
18015,9,player_home,23.18,46.78,0.82,4.2,?,0.5004999907282927,Zona defensiva
18015,12,referee,28.65,49.67,0.839,3.54,?,0.5004999907282927,Zona defensiva
18015,13,player_away,19.54,26.55,0.747,1.13,?,0.5004999907282927,Zona defensiva
18015,14,player_home,19.09,38.05,0.76,2.12,?,0.5004999907282927,Zona defensiva
18015,16,player_away,31.12,33.82,0.856,2.65,?,0.5004999907282927,Zona defensiva
18015,17,gk_home,78.24,34.24,0.809,0.69,?,0.5004999907282927,Zona ofensiva
18015,11,player_home,20.2,60.93,0.848,2.46,?,0.5004999907282927,Zona defensiva
18015,19,player_home,24.14,54.67,0.848,4.64,?,0.5004999907282927,Zona defensiva
18015,1,player_home,37.74,58.14,0.915,0.3,?,0.5004999907282927,Zona media
18015,20,player_home,24.34,27.59,0.742,3.45,?,0.5004999907282927,Zona defensiva
18015,10,player_away,22.69,57.1,0.767,23.71,?,0.5004999907282927,Zona defensiva
18016,2,player_home,45.14,53.75,0.882,0.32,?,0.5338666567768454,Zona media
18016,3,player_away,36.45,48.17,0.88,0.6,?,0.5338666567768454,Zona media
18016,4,player_home,43.28,31.45,0.864,1.89,?,0.5338666567768454,Zona media
18016,5,player_home,49.01,41.09,0.773,0.39,?,0.5338666567768454,Zona media
18016,6,player_home,35.06,44.58,0.857,1.96,?,0.5338666567768454,Zona media
18016,8,player_away,21.76,51.5,0.786,5.15,?,0.5338666567768454,Zona defensiva
18016,9,player_home,23.04,46.64,0.671,5.3,?,0.5338666567768454,Zona defensiva
18016,12,referee,28.5,49.72,0.806,4.17,?,0.5338666567768454,Zona defensiva
18016,13,player_away,19.59,26.66,0.755,2.76,?,0.5338666567768454,Zona defensiva
18016,14,player_home,19.07,38.02,0.771,0.4,?,0.5338666567768454,Zona defensiva
18016,16,player_away,31.02,33.71,0.847,3.8,?,0.5338666567768454,Zona defensiva
18016,17,gk_home,78.21,34.29,0.806,1.42,?,0.5338666567768454,Zona ofensiva
18016,11,player_home,20.07,60.94,0.744,3.33,?,0.5338666567768454,Zona defensiva
18016,19,player_home,24.25,54.72,0.852,2.83,?,0.5338666567768454,Zona defensiva
18016,1,player_home,37.74,58.13,0.918,0.38,?,0.5338666567768454,Zona media
18016,10,player_away,22.9,57.25,0.676,2.94,?,0.5338666567768454,Zona defensiva
18017,2,player_home,45.12,53.72,0.881,0.9,?,0.5672333228253983,Zona media
18017,3,player_away,36.41,48.16,0.867,1.01,?,0.5672333228253983,Zona media
18017,4,player_home,43.24,31.39,0.858,2.14,?,0.5672333228253983,Zona media
18017,5,player_home,49.01,41.09,0.749,0.15,?,0.5672333228253983,Zona media
18017,6,player_home,35.06,44.6,0.852,0.72,?,0.5672333228253983,Zona media
18017,8,player_away,21.8,51.58,0.767,3.44,?,0.5672333228253983,Zona defensiva
18017,9,player_home,22.9,46.5,0.822,5.73,?,0.5672333228253983,Zona defensiva
18017,13,player_away,19.57,26.67,0.76,1.17,?,0.5672333228253983,Zona defensiva
18017,14,player_home,19.13,38.05,0.755,1.24,?,0.5672333228253983,Zona defensiva
18017,16,player_away,30.91,33.57,0.799,4.88,?,0.5672333228253983,Zona defensiva
18017,17,gk_home,78.2,34.32,0.81,1.08,?,0.5672333228253983,Zona ofensiva
18017,11,player_home,19.23,60.75,0.773,18.4,?,0.5672333228253983,Zona defensiva
18017,1,player_home,37.71,58.09,0.92,1.03,?,0.5672333228253983,Zona media
18017,10,player_away,24.13,55.19,0.857,48.53,?,0.5672333228253983,Zona defensiva
18017,20,player_home,23.36,26.76,0.715,18.61,?,0.5672333228253983,Zona defensiva
18018,2,player_home,45.08,53.68,0.897,1.34,?,0.6005999888739512,Zona media
18018,3,player_away,36.36,48.12,0.859,1.57,?,0.6005999888739512,Zona media
18018,4,player_home,43.22,31.34,0.822,1.69,?,0.6005999888739512,Zona media
18018,6,player_home,34.97,44.51,0.84,2.68,?,0.6005999888739512,Zona media
18018,8,player_away,21.67,51.58,0.707,2.05,?,0.6005999888739512,Zona defensiva
18018,9,player_home,22.57,46.21,0.783,10.56,?,0.6005999888739512,Zona defensiva
18018,13,player_away,19.46,26.6,0.739,2.51,?,0.6005999888739512,Zona defensiva
18018,14,player_home,19.16,38.05,0.743,1.12,?,0.6005999888739512,Zona defensiva
18018,16,player_away,30.85,33.54,0.623,2.85,?,0.6005999888739512,Zona defensiva
18018,17,gk_home,78.18,34.33,0.808,0.73,?,0.6005999888739512,Zona ofensiva
18018,11,player_home,18.22,60.55,0.846,26.61,?,0.6005999888739512,Zona defensiva
18018,1,player_home,37.66,58.04,0.923,1.68,?,0.6005999888739512,Zona media
18018,10,player_away,24.59,54.63,0.85,30.52,?,0.6005999888739512,Zona defensiva
18018,20,player_home,23.07,26.62,0.681,12.53,?,0.6005999888739512,Zona defensiva
18018,7,player_away,23.36,57.61,0.661,34.29,?,0.6005999888739512,Zona defensiva
18018,12,referee,28.28,49.92,0.639,4.51,?,0.6005999888739512,Zona defensiva
18019,2,player_home,45.05,53.65,0.905,1.31,?,0.6339666549225039,Zona media
18019,3,player_away,36.27,48.04,0.849,3.02,?,0.6339666549225039,Zona media
18019,4,player_home,43.2,31.27,0.835,2.08,?,0.6339666549225039,Zona media
18019,6,player_home,34.8,44.31,0.85,6.13,?,0.6339666549225039,Zona media
18019,8,player_away,22.71,51.47,0.685,20.05,?,0.6339666549225039,Zona defensiva
18019,9,player_home,22.22,45.89,0.728,13.01,?,0.6339666549225039,Zona defensiva
18019,13,player_away,19.37,26.57,0.697,2.72,?,0.6339666549225039,Zona defensiva
18019,14,player_home,19.11,37.98,0.73,1.51,?,0.6339666549225039,Zona defensiva
18019,17,gk_home,78.2,34.3,0.811,0.43,?,0.6339666549225039,Zona ofensiva
18019,11,player_home,17.76,60.51,0.843,17.96,?,0.6339666549225039,Zona defensiva
18019,1,player_home,37.6,57.98,0.915,2.26,?,0.6339666549225039,Zona media
18019,10,player_away,24.65,54.64,0.857,10.75,?,0.6339666549225039,Zona defensiva
18019,20,player_home,22.97,26.71,0.676,5.55,?,0.6339666549225039,Zona defensiva
18019,7,player_away,23.55,57.8,0.58,14.91,?,0.6339666549225039,Zona defensiva
18019,12,referee,28.16,50.0,0.77,4.26,?,0.6339666549225039,Zona defensiva
18019,5,player_home,49.0,41.07,0.591,0.19,?,0.6339666549225039,Zona media
18020,2,player_home,45.02,53.63,0.907,1.08,?,0.6673333209710568,Zona media
18020,3,player_away,36.19,47.97,0.619,3.08,?,0.6673333209710568,Zona media
18020,4,player_home,43.14,31.13,0.793,3.67,?,0.6673333209710568,Zona media
18020,6,player_home,34.68,44.17,0.849,5.68,?,0.6673333209710568,Zona media
18020,8,player_away,22.97,51.45,0.626,12.1,?,0.6673333209710568,Zona defensiva
18020,9,player_home,22.03,45.71,0.679,9.65,?,0.6673333209710568,Zona defensiva
18020,13,player_away,19.48,26.78,0.612,4.04,?,0.6673333209710568,Zona defensiva
18020,14,player_home,18.9,37.75,0.696,6.74,?,0.6673333209710568,Zona defensiva
18020,17,gk_home,78.21,34.27,0.805,0.84,?,0.6673333209710568,Zona ofensiva
18020,11,player_home,17.74,60.58,0.796,6.56,?,0.6673333209710568,Zona defensiva
18020,1,player_home,37.53,57.9,0.916,3.03,?,0.6673333209710568,Zona media
18020,10,player_away,24.64,54.77,0.86,2.03,?,0.6673333209710568,Zona defensiva
18020,20,player_home,22.84,26.72,0.714,4.4,?,0.6673333209710568,Zona defensiva
18020,12,referee,28.08,50.07,0.792,3.59,?,0.6673333209710568,Zona defensiva
18020,5,player_home,48.99,41.04,0.576,0.86,?,0.6673333209710568,Zona media
18020,16,player_away,30.79,33.65,0.559,1.76,?,0.6673333209710568,Zona defensiva
18021,2,player_home,44.98,53.58,0.916,1.76,?,0.7006999870196097,Zona media
18021,3,player_away,36.1,47.9,0.715,3.22,?,0.7006999870196097,Zona media
18021,4,player_home,43.1,31.02,0.727,3.5,?,0.7006999870196097,Zona media
18021,6,player_home,34.59,44.09,0.847,4.4,?,0.7006999870196097,Zona media
18021,8,player_away,22.96,51.49,0.647,3.81,?,0.7006999870196097,Zona defensiva
18021,9,player_home,21.62,45.39,0.631,13.53,?,0.7006999870196097,Zona defensiva
18021,14,player_home,18.62,37.46,0.696,10.33,?,0.7006999870196097,Zona defensiva
18021,17,gk_home,78.21,34.27,0.804,0.31,?,0.7006999870196097,Zona ofensiva
18021,11,player_home,17.83,60.69,0.59,2.37,?,0.7006999870196097,Zona defensiva
18021,1,player_home,37.43,57.8,0.913,3.72,?,0.7006999870196097,Zona media
18021,10,player_away,24.62,54.85,0.833,1.49,?,0.7006999870196097,Zona defensiva
18021,20,player_home,22.78,26.79,0.717,3.02,?,0.7006999870196097,Zona defensiva
18021,12,referee,28.01,50.11,0.817,2.77,?,0.7006999870196097,Zona defensiva
18021,16,player_away,30.78,33.72,0.62,1.89,?,0.7006999870196097,Zona defensiva
18021,7,player_away,23.11,57.57,0.526,6.41,?,0.7006999870196097,Zona defensiva
18022,2,player_home,44.95,53.53,0.913,1.75,?,0.7340666530681625,Zona media
18022,3,player_away,35.99,47.77,0.698,4.55,?,0.7340666530681625,Zona media
